Carat,Clarity,Color,Cut,Depth,Price,Table,x,y,z
1.8,VS2,F,Good,123.1,4253,118,12.219999999999999,12.309999999999999,7.55
1.8,VS2,F,Good,129.5,4268,118,12.06,12.129999999999999,7.83
0.9,VS2,F,Good,63.8,4309,55,6.09,6.13,3.9
0.9,VS2,F,Good,63.3,4432,57,6.11,6.15,3.88
0.23,VS2,F,Good,63.8,447,57,3.93,3.84,2.48
0.9,VS2,F,Good,64.3,4617,57,6.07,6.09,3.91
0.3,VS2,F,Good,63.1,484,55,4.24,4.29,2.69
1,VS2,F,Good,64.4,5407,56,6.23,6.28,4.03
1,VS2,F,Good,63.1,5420,56,6.27,6.31,3.97
1,VS2,F,Good,64.2,5606,58,6.32,6.26,4.04
1.01,VS2,F,Good,65.2,5700,57,6.19,6.23,4.05
1.01,VS2,F,Good,63.3,5731,55,6.32,6.39,4.02
1.01,VS2,F,Good,63.1,5817,59,6.31,6.37,4
0.31,VS2,F,Good,63.6,583,54,4.28,4.33,2.74
0.34,VS2,F,Good,64.3,589,53,4.44,4.48,2.87
1.01,VS2,F,Good,60.1,5902,60,6.46,6.51,3.9
1,VS2,F,Good,63.7,5929,59,6.27,6.32,4.01
0.35,VS2,F,Good,57.9,596,60,4.65,4.68,2.7
1.01,VS2,F,Good,63.6,5988,59,6.32,6.36,4.03
1.01,VS2,F,Good,64.1,6037,59,6.16,6.23,3.97
1.01,VS2,F,Good,63.6,6097,59,6.36,6.32,4.03
1.01,VS2,F,Good,63.1,6159,60,6.29,6.39,4
1,VS2,F,Good,63.2,6183,59,6.3,6.35,4
0.62,VS2,F,Good,127.3,625,112,8.58,8.64,5.48
1.01,VS2,F,Good,60.8,6271,61,6.42,6.45,3.91
2.02,VS2,F,Good,123.80000000000001,6288,116,12.58,12.69,7.82
1.01,VS2,F,Good,63.9,6330,58,6.32,6.39,4.06
1.01,VS2,F,Good,60.6,6332,62,6.52,6.49,3.94
1,VS2,F,Good,63.9,6352,62,6.26,6.32,4.02
0.31,VS2,F,Good,58.2,637,58,4.46,4.51,2.61
1.01,VS2,F,Good,63.1,6416,60,6.36,6.39,4.02
0.33,VS2,F,Good,59.5,643,61,4.49,4.54,2.68
1.01,VS2,F,Good,63.9,6446,58,6.39,6.32,4.06
1.03,VS2,F,Good,63.9,6543,59,6.35,6.38,4.07
1.04,VS2,F,Good,63.7,6606,58,6.34,6.43,4.07
0.33,VS2,F,Good,63.2,666,56,4.39,4.41,2.78
0.39,VS2,F,Good,64.3,681,55,4.56,4.64,2.96
1.07,VS2,F,Good,57.6,6828,60,6.83,6.79,3.92
1,VS2,F,Good,61.1,6841,61,6.38,6.45,3.92
1.12,VS2,F,Good,63.8,6925,57,6.59,6.61,4.21
0.4,VS2,F,Good,64.1,723,56,4.65,4.71,3
0.38,VS2,F,Good,62.7,752,58,4.56,4.6,2.87
1.2,VS2,F,Good,63.8,7666,60,6.6,6.65,4.23
0.4,VS2,F,Good,62.2,784,61,4.71,4.74,2.94
1.21,VS2,F,Good,63.7,7911,58,6.67,6.71,4.26
0.4,VS2,F,Good,63.4,826,54.4,4.68,4.73,2.99
0.41,VS2,F,Good,63.2,863,57,4.74,4.76,3
1.51,VS2,F,Good,64,8794,59,7.16,7.08,4.56
1.42,VS2,F,Good,63.7,9542,57,7.08,6.99,4.48
1.3,VS2,F,Ideal,62.2,10090,56,6.98,6.94,4.33
0.76,VS2,F,Ideal,124.2,1026,113,9.29,9.23,5.75
0.39,VS2,F,Ideal,60,1053,57,4.76,4.7,2.84
0.8,VS2,F,Ideal,125.4,1059,113,9.5,9.39,5.94
1.27,VS2,F,Ideal,61,10656,54,7,7.02,4.28
1.2000000000000002,VS2,F,Ideal,185.5,1080,169,14.280000000000001,14.150000000000002,8.79
0.41,VS2,F,Ideal,62.4,1085,58,4.77,4.75,2.97
2.05,VS2,F,Ideal,310.2,1107,281,23.990000000000002,23.810000000000002,14.830000000000002
1.38,VS2,F,Ideal,61.9,11205,55,7.16,7.12,4.42
0.47,VS2,F,Ideal,60.7,1226,56.1,5.02,5.08,3.07
1.5,VS2,F,Ideal,60.3,12641,57,7.42,7.33,4.45
1.54,VS2,F,Ideal,61.9,12978,57,7.42,7.35,4.57
1.51,VS2,F,Ideal,61.7,13325,57,7.37,7.31,4.53
1.5,VS2,F,Ideal,60.2,13653,57,7.43,7.39,4.46
1.51,VS2,F,Ideal,62.2,13771,53,7.35,7.31,4.56
1.6,VS2,F,Ideal,60.1,13853,57,7.65,7.59,4.58
1.52,VS2,F,Ideal,62.8,14038,55,7.37,7.28,4.6
1.58,VS2,F,Ideal,60,14044,57,7.58,7.52,4.53
1.5,VS2,F,Ideal,61.7,14092,54,7.28,7.31,4.5
1.5,VS2,F,Ideal,62.4,14199,55,7.31,7.25,4.54
1.5,VS2,F,Ideal,61.4,14242,55,7.35,7.44,4.54
1.5,VS2,F,Ideal,60.2,14281,55,7.45,7.51,4.5
0.52,VS2,F,Ideal,60.3,1429,57,5.2,5.24,3.15
0.5,VS2,F,Ideal,62.7,1436,57,5.08,5.1,3.19
1.5,VS2,F,Ideal,61.4,14372,55,7.44,7.35,4.54
0.51,VS2,F,Ideal,62.5,1442,55,5.08,5.13,3.19
1.5,VS2,F,Ideal,62.6,14759,57,7.27,7.34,4.57
1.52,VS2,F,Ideal,62.5,14915,55,7.42,7.31,4.6
3.16,VS2,F,Ideal,124.69999999999999,15426,110,14.96,14.940000000000001,9.32
1.5,VS2,F,Ideal,61.9,15444,56.4,7.31,7.33,4.53
1.5,VS2,F,Ideal,61.9,15584,56,7.33,7.31,4.53
0.51,VS2,F,Ideal,62.7,1562,57,5.11,5.06,3.19
0.5,VS2,F,Ideal,61.1,1565,58,5.1,5.13,3.13
0.53,VS2,F,Ideal,62.3,1566,55,5.17,5.2,3.23
0.57,VS2,F,Ideal,61.6,1567,56,5.34,5.37,3.3
1.51,VS2,F,Ideal,62.4,15688,53,7.37,7.32,4.58
0.54,VS2,F,Ideal,61.3,1572,57,5.28,5.25,3.23
1.1,VS2,F,Ideal,123.9,1580,110,10.52,10.559999999999999,6.53
0.5,VS2,F,Ideal,62,1581,56,5.07,5.11,3.15
1.61,VS2,F,Ideal,62.1,15819,57,7.49,7.56,4.67
1.03,VS2,F,Ideal,123.6,1591,111,10.27,10.33,6.37
0.51,VS2,F,Ideal,62,1595,56,5.11,5.14,3.18
0.56,VS2,F,Ideal,62.3,1608,55,5.28,5.32,3.3
0.57,VS2,F,Ideal,61.3,1612,57,5.35,5.39,3.29
1.07,VS2,F,Ideal,123.6,1619,114,10.45,10.48,6.47
0.52,VS2,F,Ideal,61.8,1620,55.4,5.13,5.17,3.18
0.54,VS2,F,Ideal,62.8,1621,57,5.25,5.2,3.28
1.6,VS2,F,Ideal,60.2,16240,55.5,7.6,7.66,4.59
1.04,VS2,F,Ideal,122.30000000000001,1625,112,10.38,10.600000000000001,6.380000000000001
0.52,VS2,F,Ideal,62.5,1629,56,5.12,5.16,3.21
0.53,VS2,F,Ideal,61.1,1631,56,5.22,5.26,3.2
0.57,VS2,F,Ideal,59.2,1637,57,5.45,5.5,3.24
1.71,VS2,F,Ideal,61.9,16384,57,7.73,7.62,4.75
0.55,VS2,F,Ideal,61.3,1649,54,5.27,5.33,3.25
0.5,VS2,F,Ideal,62.9,1654,55,5.1,5.07,3.2
0.53,VS2,F,Ideal,61.2,1655,56,5.22,5.25,3.2
0.58,VS2,F,Ideal,61.5,1657,57,5.34,5.39,3.3
0.51,VS2,F,Ideal,61.7,1660,56,5.13,5.15,3.17
1.6,VS2,F,Ideal,184.2,1662,169,15.600000000000001,15.76,9.629999999999999
0.56,VS2,F,Ideal,62,1664,56,5.27,5.31,3.28
1.16,VS2,F,Ideal,124.2,1666,111,10.66,10.74,6.64
1.69,VS2,F,Ideal,62.2,16789,57,7.59,7.66,4.74
0.57,VS2,F,Ideal,61.6,1684,56,5.37,5.34,3.3
1.02,VS2,F,Ideal,123.5,1687,111,10.31,10.25,6.35
0.55,VS2,F,Ideal,61.7,1692,57,5.24,5.29,3.25
1.1,VS2,F,Ideal,123.9,1698,110,10.559999999999999,10.52,6.53
1.54,VS2,F,Ideal,61,17029,56,7.44,7.49,4.55
0.56,VS2,F,Ideal,61,1708,55,5.33,5.35,3.26
0.55,VS2,F,Ideal,60.9,1709,56,5.3,5.34,3.24
1.56,VS2,F,Ideal,62,17108,55,7.41,7.45,4.61
1.7,VS2,F,Ideal,62.7,17114,55,7.54,7.58,4.74
0.55,VS2,F,Ideal,61.4,1715,56,5.28,5.31,3.25
0.56,VS2,F,Ideal,61.3,1723,54,5.34,5.37,3.28
0.5,VS2,F,Ideal,62.9,1736,55,5.12,5.08,3.21
0.57,VS2,F,Ideal,61.6,1737,55,5.35,5.37,3.3
0.59,VS2,F,Ideal,62.9,1743,55,5.39,5.32,3.37
0.5,VS2,F,Ideal,60.9,1749,57,5.14,5.16,3.14
0.53,VS2,F,Ideal,61.5,1753,55,5.27,5.2,3.22
0.57,VS2,F,Ideal,61.7,1754,57,5.33,5.36,3.3
0.57,VS2,F,Ideal,62.1,1760,55,5.35,5.31,3.31
1.7,VS2,F,Ideal,61.3,17662,54,7.72,7.67,4.72
0.56,VS2,F,Ideal,60.8,1778,56,5.33,5.3,3.23
1.62,VS2,F,Ideal,181.8,1786,168,15.879999999999999,15.74,9.58
1.7,VS2,F,Ideal,62.3,17892,56,7.61,7.65,4.75
0.53,VS2,F,Ideal,61.6,1803,57,5.21,5.15,3.19
1.7,VS2,F,Ideal,62.3,18055,56,7.65,7.61,4.75
1.78,VS2,F,Ideal,60.9,18128,56,7.85,7.88,4.79
1.12,VS2,F,Ideal,123.9,1814,109,10.66,10.59,6.58
0.55,VS2,F,Ideal,61.1,1819,56,5.31,5.27,3.23
0.54,VS2,F,Ideal,61.1,1820,57,5.3,5.27,3.23
1.62,VS2,F,Ideal,61.2,18281,57,7.52,7.58,4.62
0.53,VS2,F,Ideal,61.7,1832,57,5.23,5.21,3.22
0.59,VS2,F,Ideal,60.6,1834,56,5.43,5.48,3.31
0.54,VS2,F,Ideal,61.9,1836,56,5.22,5.21,3.23
0.54,VS2,F,Ideal,64.2,1837,54,5.19,5.12,3.31
1.6,VS2,F,Ideal,62,18421,55,7.49,7.54,4.66
0.57,VS2,F,Ideal,61.7,1847,57,5.36,5.33,3.3
0.55,VS2,F,Ideal,61.4,1865,57,5.29,5.25,3.24
0.57,VS2,F,Ideal,60.8,1869,57,5.34,5.37,3.25
0.51,VS2,F,Ideal,62.6,1875,55,5.15,5.1,3.21
0.6,VS2,F,Ideal,61.9,1970,57,5.39,5.43,3.35
0.61,VS2,F,Ideal,62.4,2002,55,5.42,5.45,3.39
0.55,VS2,F,Ideal,61.4,2026,57,5.26,5.3,3.24
0.64,VS2,F,Ideal,62.5,2074,56,5.55,5.53,3.46
0.63,VS2,F,Ideal,61.2,2182,56,5.56,5.51,3.39
0.52,VS2,F,Ideal,62.3,2246,57,5.18,5.13,3.21
0.53,VS2,F,Ideal,61.6,2290,56,5.26,5.23,3.23
0.54,VS2,F,Ideal,61.3,2333,57,5.29,5.24,3.23
0.58,VS2,F,Ideal,61.8,2401,57,5.39,5.35,3.32
0.72,VS2,F,Ideal,61.9,2568,54,5.77,5.74,3.56
0.7,VS2,F,Ideal,62.8,2573,56,5.7,5.67,3.57
0.72,VS2,F,Ideal,62,2607,57,5.77,5.72,3.56
0.66,VS2,F,Ideal,62.4,2648,54,5.55,5.61,3.48
0.7,VS2,F,Ideal,61.8,2671,54,5.68,5.71,3.52
0.7,VS2,F,Ideal,61.3,2717,56,5.74,5.71,3.51
1.44,VS2,F,Ideal,122.9,2724,113,11.559999999999999,11.489999999999998,7.08
0.76,VS2,F,Ideal,61.6,2725,55,5.88,5.9,3.63
0.73,VS2,F,Ideal,62.6,2762,56,5.77,5.74,3.6
0.72,VS2,F,Ideal,59.5,2863,57,5.91,5.86,3.5
0.71,VS2,F,Ideal,61.2,2891,56,5.73,5.77,3.52
0.75,VS2,F,Ideal,62.5,2893,57,5.78,5.83,3.63
0.7,VS2,F,Ideal,62.3,2907,53,5.69,5.73,3.56
0.71,VS2,F,Ideal,62.2,2915,56,5.74,5.71,3.56
0.71,VS2,F,Ideal,61.2,2917,56,5.77,5.73,3.52
0.72,VS2,F,Ideal,61.8,2931,59,5.71,5.74,3.54
0.74,VS2,F,Ideal,60.5,2936,59,5.81,5.86,3.53
0.73,VS2,F,Ideal,62.7,2939,58,5.72,5.77,3.6
0.7,VS2,F,Ideal,60.8,2942,56,5.78,5.79,3.52
0.72,VS2,F,Ideal,62,2943,56,5.77,5.75,3.57
1.44,VS2,F,Ideal,124.80000000000001,2956,112,11.5,11.45,7.16
0.76,VS2,F,Ideal,62.6,2960,56,5.82,5.78,3.63
0.72,VS2,F,Ideal,62.1,2989,54,5.76,5.8,3.59
0.77,VS2,F,Ideal,61.2,3052,57,5.93,5.97,3.64
0.75,VS2,F,Ideal,62.1,3081,57,5.8,5.82,3.61
0.72,VS2,F,Ideal,61.3,3151,56,5.78,5.8,3.55
0.74,VS2,F,Ideal,62.1,3171,56,5.79,5.83,3.61
0.76,VS2,F,Ideal,61,3201,55,5.92,5.89,3.6
0.72,VS2,F,Ideal,61.1,3226,56,5.92,5.8,3.55
0.74,VS2,F,Ideal,60.8,3246,57,5.85,5.87,3.56
0.82,VS2,F,Ideal,61.9,3453,57,5.99,5.96,3.7
0.7,VS2,F,Ideal,61,3468,55,5.74,5.79,3.52
0.72,VS2,F,Ideal,61.3,3495,55,5.78,5.83,3.56
0.82,VS2,F,Ideal,61.9,3514,57,5.96,5.99,3.7
0.71,VS2,F,Ideal,61.5,3516,55,5.74,5.77,3.54
0.78,VS2,F,Ideal,61.5,3531,56,5.94,5.9,3.64
0.77,VS2,F,Ideal,61.8,3533,56,5.9,5.92,3.65
0.72,VS2,F,Ideal,61.8,3564,56,5.72,5.74,3.54
1.62,VS2,F,Ideal,123.69999999999999,3624,110,11.96,11.870000000000001,7.37
0.85,VS2,F,Ideal,62.4,3641,57,6.13,6.01,3.79
0.81,VS2,F,Ideal,61.7,3756,57,5.97,6.02,3.7
0.8,VS2,F,Ideal,60.9,4043,57,5.98,6.04,3.66
0.24,VS2,F,Ideal,61.8,417,57,3.97,4.02,2.47
0.24,VS2,F,Ideal,62.2,419,57,3.96,4.01,2.48
0.26,VS2,F,Ideal,62.1,453,57,4.06,4.12,2.54
0.25,VS2,F,Ideal,62.2,460,54,4.03,4.07,2.52
0.27,VS2,F,Ideal,60.3,470,56,4.21,4.25,2.55
0.9,VS2,F,Ideal,62.6,4801,56,6.16,6.23,3.88
0.89,VS2,F,Ideal,61.5,4854,55,6.18,6.21,3.81
0.28,VS2,F,Ideal,61.8,490,54,4.18,4.23,2.6
0.23,VS2,F,Ideal,61.8,493,55,3.93,3.96,2.43
0.82,VS2,F,Ideal,61.3,4931,56,6.02,6.05,3.7
0.23,VS2,F,Ideal,60.9,498,57,3.96,3.99,2.42
0.29,VS2,F,Ideal,61.6,504,56,4.28,4.32,2.65
0.9,VS2,F,Ideal,61.6,5141,57,6.21,6.16,3.81
0.9,VS2,F,Ideal,62.3,5160,57,6.18,6.21,3.86
0.91,VS2,F,Ideal,62.8,5214,57,6.18,6.2,3.89
0.91,VS2,F,Ideal,62.6,5261,55,6.2,6.23,3.89
0.5,VS2,F,Ideal,124.5,535,110,8.07,8.129999999999999,5.039999999999999
0.24,VS2,F,Ideal,61.8,536,57,4.02,3.97,2.47
0.3,VS2,F,Ideal,62.6,567,54,4.3,4.33,2.7
0.6,VS2,F,Ideal,122.4,568,114,8.61,8.69,5.29
0.3,VS2,F,Ideal,62.3,569,58,4.26,4.23,2.64
0.8999999999999999,VS2,F,Ideal,184.4,573,168,12.97,13.059999999999999,8
0.27,VS2,F,Ideal,60.9,577,57,4.17,4.2,2.55
0.92,VS2,F,Ideal,61.2,5805,56,6.25,6.3,3.84
0.54,VS2,F,Ideal,123.69999999999999,583,107,8.32,8.36,5.16
1,VS2,F,Ideal,62,5844,55,6.43,6.48,4
1.2,VS2,F,Ideal,248.99999999999997,601,213.7,17.13,17.259999999999998,10.72
0.32,VS2,F,Ideal,61.9,602,55,4.41,4.45,2.74
2.9999999999999996,VS2,F,Ideal,619.3,605,559,42.980000000000004,43.28,26.709999999999997
0.32,VS2,F,Ideal,60.9,610,56,4.41,4.45,2.7
3.72,VS2,F,Ideal,742.4,625,670,51.900000000000006,52.35,32.25
1.21,VS2,F,Ideal,62.6,6261,55,6.81,6.74,4.24
0.36,VS2,F,Ideal,61.5,629,55,4.57,4.6,2.82
1.02,VS2,F,Ideal,61.5,6306,57,6.48,6.5,3.99
1.02,VS2,F,Ideal,61,6393,56,6.55,6.62,4.02
1.06,VS2,F,Ideal,60.5,6399,57,6.6,6.58,3.99
0.31,VS2,F,Ideal,61.1,640,56,4.35,4.39,2.67
1.05,VS2,F,Ideal,62.7,6403,56,6.52,6.59,4.11
2.02,VS2,F,Ideal,123,6416,113,12.84,13.01,7.949999999999999
1,VS2,F,Ideal,61.7,6424,58,6.37,6.43,3.95
2.56,VS2,F,Ideal,497.30000000000007,645,450,34.99,35.26,21.830000000000002
1.03,VS2,F,Ideal,60.4,6467,56,6.59,6.56,3.97
1.02,VS2,F,Ideal,62.7,6479,56,6.39,6.44,4.02
1.01,VS2,F,Ideal,62,6533,56,6.51,6.46,4.02
0.97,VS2,F,Ideal,184.9,660,166.2,13.22,13.32,8.18
1.6500000000000001,VS2,F,Ideal,310.4,666,280,22.07,22.22,13.75
1.03,VS2,F,Ideal,60.7,6662,56,6.58,6.56,3.99
1.01,VS2,F,Ideal,60.3,6672,56,6.5,6.56,3.94
1.04,VS2,F,Ideal,62.1,6692,57,6.48,6.53,4.04
0.3,VS2,F,Ideal,63,673,55,4.29,4.28,2.7
1.02,VS2,F,Ideal,62.7,6734,57,6.47,6.44,4.05
1.01,VS2,F,Ideal,60.9,6787,57,6.48,6.45,3.94
1.01,VS2,F,Ideal,60.3,6794,56,6.56,6.5,3.94
1,VS2,F,Ideal,62.6,6804,57,6.4,6.35,3.99
1.04,VS2,F,Ideal,62.1,6814,57,6.53,6.48,4.04
0.9,VS2,F,Ideal,62.3,6830,56,6.17,6.19,3.85
1.12,VS2,F,Ideal,60.9,6858,55,6.73,6.67,4.08
0.68,VS2,F,Ideal,124.6,686,111,8.95,9.02,5.6
1.03,VS2,F,Ideal,62,6902,57,6.4,6.48,3.99
1.03,VS2,F,Ideal,62.3,6922,56,6.52,6.49,4.05
0.38,VS2,F,Ideal,61.2,693,57,4.64,4.67,2.85
1.05,VS2,F,Ideal,62.8,6933,57,6.48,6.45,4.06
0.34,VS2,F,Ideal,60.8,699,57,4.51,4.54,2.75
1.02,VS2,F,Ideal,62.8,7037,57,6.41,6.36,4.01
3.1500000000000004,VS2,F,Ideal,556.6999999999999,706,505,40.68,41.01,25.26
1.06,VS2,F,Ideal,61,7075,57,6.57,6.6,4.02
1.01,VS2,F,Ideal,61.6,7229,56,6.48,6.45,3.98
0.7,VS2,F,Ideal,123.5,726,110,9.08,9.15,5.63
1.02,VS2,F,Ideal,62,7326,56,6.42,6.45,3.99
1.06,VS2,F,Ideal,62.1,7334,55,6.52,6.55,4.06
1.09,VS2,F,Ideal,60.9,7385,54,6.66,6.73,4.08
1.01,VS2,F,Ideal,61.2,7409,58,6.45,6.43,3.94
1.01,VS2,F,Ideal,60.9,7411,58,6.43,6.47,3.93
0.74,VS2,F,Ideal,121.7,746,113,9.26,9.309999999999999,5.65
0.35,VS2,F,Ideal,62.1,747,54,4.55,4.58,2.83
1.11,VS2,F,Ideal,61.7,7473,55,6.65,6.67,4.11
1.07,VS2,F,Ideal,62.4,7483,55,6.53,6.57,4.09
0.9299999999999999,VS2,F,Ideal,184.3,749,170,13.129999999999999,13.05,8.04
1.34,VS2,F,Ideal,62.5,7504,56,7.09,7.05,4.42
1.09,VS2,F,Ideal,60.9,7520,54,6.73,6.66,4.08
1.03,VS2,F,Ideal,60.2,7550,54,6.64,6.61,3.99
1.12,VS2,F,Ideal,61.9,7589,55,6.68,6.73,4.15
0.73,VS2,F,Ideal,122.7,759,111,9.22,9.370000000000001,5.699999999999999
1.06,VS2,F,Ideal,61.2,7592,57,6.58,6.55,4.02
1.02,VS2,F,Ideal,62.6,7632,57,6.4,6.47,4.03
0.4,VS2,F,Ideal,62.3,767,54,4.74,4.77,2.96
1.05,VS2,F,Ideal,59.1,7697,57,6.67,6.66,3.94
0.64,VS2,F,Ideal,124.9,773,112,8.82,8.74,5.48
1.11,VS2,F,Ideal,61.6,7740,57,6.65,6.67,4.1
4.199999999999999,VS2,F,Ideal,864.4,776,784,60.629999999999995,60.27000000000001,37.32
0.32,VS2,F,Ideal,61.4,781,55,4.43,4.46,2.73
1.14,VS2,F,Ideal,61.9,7819,57,6.67,6.7,4.13
1.11,VS2,F,Ideal,61.9,7823,55,6.62,6.66,4.11
0.38,VS2,F,Ideal,62.1,789,53.8,4.66,4.67,2.9
0.4,VS2,F,Ideal,62.6,790,56,4.71,4.72,2.95
0.38,VS2,F,Ideal,62,796,54,4.64,4.69,2.89
0.38,VS2,F,Ideal,62,800,56,4.63,4.66,2.88
4.03,VS2,F,Ideal,806.4999999999999,802,728,56.62000000000001,56.150000000000006,34.980000000000004
0.36,VS2,F,Ideal,61.5,807,55,4.6,4.57,2.82
1.17,VS2,F,Ideal,61.8,8072,55,6.81,6.74,4.19
1.12,VS2,F,Ideal,62.6,8074,56,6.59,6.63,4.14
1.11,VS2,F,Ideal,60.9,8233,57,6.69,6.75,4.09
5.17,VS2,F,Ideal,989,828,889,70.86,70.48999999999998,43.690000000000005
1.19,VS2,F,Ideal,62,8415,57,6.78,6.76,4.2
0.4,VS2,F,Ideal,62,842,57,4.68,4.74,2.92
1.21,VS2,F,Ideal,61.2,8452,57,6.87,6.82,4.19
0.43,VS2,F,Ideal,61.4,848,54,4.9,4.93,3.02
2.4,VS2,F,Ideal,124.9,8486,111,13.61,13.52,8.47
1.9800000000000002,VS2,F,Ideal,369.20000000000005,854,333,26.900000000000002,26.659999999999997,16.48
0.34,VS2,F,Ideal,61.4,856,55,4.54,4.52,2.78
1.2,VS2,F,Ideal,62.3,8590,56,6.82,6.79,4.24
0.39,VS2,F,Ideal,59.2,862,58,4.78,4.81,2.84
2.87,VS2,F,Ideal,429.7,863,393,33.41,33.65,20.58
1.21,VS2,F,Ideal,62.4,8691,59,6.82,6.77,4.24
0.38,VS2,F,Ideal,62.2,870,54,4.64,4.66,2.89
0.38,VS2,F,Ideal,60.4,871,55,4.71,4.76,2.86
0.42,VS2,F,Ideal,62,872,55,4.79,4.82,2.98
1.22,VS2,F,Ideal,61.5,8783,57,6.87,6.91,4.24
2.04,VS2,F,Ideal,373,880,333,27.01,26.8,16.73
0.38,VS2,F,Ideal,61.2,889,57,4.67,4.64,2.85
1.1,VS2,F,Ideal,60.7,8977,57,6.66,6.7,4.05
1.11,VS2,F,Ideal,61.8,9057,56,6.66,6.7,4.13
2.8000000000000003,VS2,F,Ideal,490.99999999999994,906,447,36.55,36.21,22.330000000000002
1.12,VS2,F,Ideal,61.8,9138,55,6.63,6.67,4.11
1.22,VS2,F,Ideal,61.3,9203,56,6.87,6.92,4.23
0.36,VS2,F,Ideal,60.9,932,57,4.61,4.58,2.8
1.23,VS2,F,Ideal,61.7,9376,57,6.9,6.94,4.27
2.32,VS2,F,Ideal,122.69999999999999,9432,113,13.59,13.57,8.33
2.5,VS2,F,Ideal,122.7,9547,116,13.9,13.88,8.52
1.22,VS2,F,Ideal,60.7,9568,57,6.89,6.94,4.2
1.1099999999999999,VS2,F,Ideal,183.1,957,169,13.94,13.849999999999998,8.48
0.43,VS2,F,Ideal,61.1,968,56,4.91,4.88,2.99
1.1400000000000001,VS2,F,Ideal,186.2,969,164,14.020000000000001,13.87,8.67
0.4,VS2,F,Ideal,61.9,975,55,4.77,4.73,2.94
1.3,VS2,F,Premium,60.4,10090,59,7.12,7.06,4.28
0.76,VS2,F,Premium,122.8,1026,115,9.379999999999999,9.280000000000001,5.73
1.32,VS2,F,Premium,60.9,10423,59,7.12,7.06,4.32
1.34,VS2,F,Premium,61.1,10431,58,7.12,7.05,4.33
0.78,VS2,F,Premium,120.8,1053,120,9.440000000000001,9.370000000000001,5.68
1.6,VS2,F,Premium,244.60000000000002,1080,234,19.150000000000002,18.97,11.65
1.32,VS2,F,Premium,62.2,10814,58,7.03,6.95,4.35
2.05,VS2,F,Premium,305.6,1107,289,24.11,23.9,14.670000000000002
1.4,VS2,F,Premium,60.7,11368,58,7.26,7.17,4.38
1.51,VS2,F,Premium,61.8,12899,56,7.46,7.32,4.57
0.48,VS2,F,Premium,58.7,1294,58,5.22,5.17,3.05
0.5,VS2,F,Premium,61.7,1323,60,5.06,5.02,3.11
1.51,VS2,F,Premium,63,13248,56,7.3,7.26,4.59
1.5,VS2,F,Premium,62.4,13333,57,7.38,7.29,4.58
1.51,VS2,F,Premium,62.2,13474,60,7.25,7.34,4.54
1.52,VS2,F,Premium,59.4,13530,60,7.61,7.5,4.49
1.7,VS2,F,Premium,62.5,13737,61,7.54,7.45,4.69
1.51,VS2,F,Premium,62,13771,62,7.35,7.23,4.52
1.5,VS2,F,Premium,60.9,13853,60,7.42,7.35,4.5
1.52,VS2,F,Premium,60.9,13919,61,7.46,7.28,4.49
0.5,VS2,F,Premium,61.4,1395,60,5.13,5.17,3.16
1.02,VS2,F,Premium,123.4,1402,118,10.2,10.260000000000002,6.3100000000000005
1.51,VS2,F,Premium,62,14165,60,7.23,7.35,4.52
1.5,VS2,F,Premium,61.1,14199,58,7.36,7.33,4.49
1.69,VS2,F,Premium,59.8,14242,60,7.79,7.74,4.64
1.51,VS2,F,Premium,60.4,14247,59,7.41,7.33,4.45
3.02,VS2,F,Premium,123.6,14294,117,14.73,14.530000000000001,9.04
1.5,VS2,F,Premium,187.2,1436,176,15.129999999999999,15.249999999999998,9.48
1.52,VS2,F,Premium,59.4,14388,55,7.52,7.46,4.45
1.53,VS2,F,Premium,58.5,14483,60,7.62,7.56,4.44
1.5,VS2,F,Premium,61.5,14586,58,7.32,7.34,4.51
1.51,VS2,F,Premium,61.6,14817,58,7.35,7.32,4.52
1.62,VS2,F,Premium,61.1,14826,60,7.56,7.57,4.62
1.61,VS2,F,Premium,61.6,14833,61,7.54,7.47,4.62
1.51,VS2,F,Premium,59.1,15253,60,7.52,7.45,4.42
1.61,VS2,F,Premium,62.3,15426,59,7.53,7.47,4.67
1.59,VS2,F,Premium,60.2,15461,60,7.59,7.62,4.58
1.59,VS2,F,Premium,60.2,15602,60,7.62,7.59,4.58
0.51,VS2,F,Premium,62.1,1569,58,5.09,5.12,3.17
1.02,VS2,F,Premium,122.5,1574,117,10.33,10.28,6.3100000000000005
1.52,VS2,F,Premium,61.4,15792,58,7.42,7.37,4.54
0.55,VS2,F,Premium,62.2,1580,58,5.22,5.26,3.26
0.58,VS2,F,Premium,62.2,1586,55,5.4,5.31,3.33
0.52,VS2,F,Premium,61.8,1605,59,5.15,5.11,3.17
0.51,VS2,F,Premium,61.4,1619,58,5.13,5.09,3.14
0.53,VS2,F,Premium,61.4,1631,60,5.18,5.21,3.19
0.52,VS2,F,Premium,60,1651,57,5.24,5.22,3.14
2,VS2,F,Premium,245.70000000000002,1654,234,20.48,20.29,12.52
0.54,VS2,F,Premium,61.8,1662,58,5.22,5.29,3.25
1.1,VS2,F,Premium,121.9,1698,116,10.629999999999999,10.53,6.449999999999999
1.75,VS2,F,Premium,61.4,17172,58,7.76,7.72,4.75
1.04,VS2,F,Premium,122.9,1720,117,10.35,10.26,6.33
1.06,VS2,F,Premium,122,1753,115,10.469999999999999,10.41,6.37
